run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	library_name	fastq_ftp	submitted_ftp	sra_ftp	sample_alias	bam_ftp
ERR599045	SAMEA2620339	ERX556132	PRJEB1787	408172	marine metagenome	APY_ACDIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599045/ERR599045_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599045/ERR599045_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599045/APY_ACDIOSF_4_1_D074HACXX.IND10_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599045/APY_ACDIOSF_4_2_D074HACXX.IND10_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599045	TARA_B100000161	
ERR599050	SAMEA2621839	ERX555988	PRJEB1787	408172	marine metagenome	APY_AFCIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599050/ERR599050_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599050/ERR599050_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599050/APY_AFCIOSF_5_1_C16L4ACXX.IND12_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599050/APY_AFCIOSF_5_2_C16L4ACXX.IND12_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599050	TARA_B100001057	
ERR599057	SAMEA2620651	ERX555971	PRJEB1787	408172	marine metagenome	APY_AERIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599057/ERR599057_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599057/ERR599057_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599057/APY_AERIOSF_3_1_D1BN1ACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599057/APY_AERIOSF_3_2_D1BN1ACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599057	TARA_B000000609	
ERR599058	SAMEA2620672	ERX555945	PRJEB1787	408172	marine metagenome	APY_AETIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599058/ERR599058_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599058/ERR599058_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599058/APY_AETIOSF_5_1_D1BN1ACXX.IND5_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599058/APY_AETIOSF_5_2_D1BN1ACXX.IND5_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599058	TARA_B000000565	
ERR599059	SAMEA2621487	ERX556058	PRJEB1787	408172	marine metagenome	APY_ACNIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599059/ERR599059_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599059/ERR599059_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599059/APY_ACNIOSF_8_1_D1BR1ACXX.IND3_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599059/APY_ACNIOSF_8_2_D1BR1ACXX.IND3_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599059	TARA_B100000780	
ERR599061	SAMEA2619840	ERX556055	PRJEB1787	408172	marine metagenome	APY_ABKIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599061/ERR599061_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599061/ERR599061_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599061/APY_ABKIOSF_4_1_D074HACXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599061/APY_ABKIOSF_4_2_D074HACXX.IND8_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599061	TARA_A100001037	
ERR599062	SAMEA2619970	ERX556027	PRJEB1787	408172	marine metagenome	APY_ABRIOSF_r2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599062/ERR599062_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599062/ERR599062_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599062/APY_ABRIOSF_8_1_C120YACXX.IND9_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599062/APY_ABRIOSF_8_2_C120YACXX.IND9_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599062	TARA_B100000315	
ERR599064	SAMEA2621779	ERX555965	PRJEB1787	408172	marine metagenome	APY_AFAIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599064/ERR599064_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599064/ERR599064_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599064/APY_AFAIOSF_7_1_D1BN1ACXX.IND3_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599064/APY_AFAIOSF_7_2_D1BN1ACXX.IND3_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599064	TARA_B100001063	
ERR599069	SAMEA2622759	ERX556057	PRJEB1787	408172	marine metagenome	APY_AEHIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599069/ERR599069_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599069/ERR599069_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599069/APY_AEHIOSF_7_1_D17A8ACXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599069/APY_AEHIOSF_7_2_D17A8ACXX.IND8_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599069	TARA_B100000674	
ERR599074	SAMEA2620194	ERX555906	PRJEB1787	408172	marine metagenome	APY_ABXIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599074/ERR599074_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599074/ERR599074_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599074/APY_ABXIOSF_5_1_D1BR1ACXX.IND1_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599074/APY_ABXIOSF_5_2_D1BR1ACXX.IND1_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599074	TARA_B100000282	
ERR599075	SAMEA2620230	ERX556052	PRJEB1787	408172	marine metagenome	APY_ACBIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599075/ERR599075_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599075/ERR599075_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599075/APY_ACBIOSF_3_1_D1C0BACXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599075/APY_ACBIOSF_3_2_D1C0BACXX.IND8_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599075	TARA_B100000123	
ERR599079	SAMEA2622021	ERX556065	PRJEB1787	408172	marine metagenome	APY_ACTIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599079/ERR599079_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599079/ERR599079_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599079/APY_ACTIOSF_8_1_D1E00ACXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599079/APY_ACTIOSF_8_2_D1E00ACXX.IND2_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599079	TARA_B100001029	
ERR599082	SAMEA2620021	ERX556034	PRJEB1787	408172	marine metagenome	APY_ABTIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599082/ERR599082_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599082/ERR599082_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599082/APY_ABTIOSF_4_1_D1BP5ACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599082/APY_ABTIOSF_4_2_D1BP5ACXX.IND7_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599082	TARA_B100000073	
ERR599083	SAMEA2622673	ERX555981	PRJEB1787	408172	marine metagenome	APY_AEEIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599083/ERR599083_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599083/ERR599083_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599083/APY_AEEIOSF_7_1_D17A8ACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599083/APY_AEEIOSF_7_2_D17A8ACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599083	TARA_B100000678	
ERR599084	SAMEA2622796	ERX556036	PRJEB1787	408172	marine metagenome	APY_AEQIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599084/ERR599084_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599084/ERR599084_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599084/APY_AEQIOSF_4_1_D17A8ACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599084/APY_AEQIOSF_4_2_D17A8ACXX.IND4_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599084	TARA_B100000676	
ERR599085	SAMEA2622048	ERX555924	PRJEB1787	408172	marine metagenome	APY_ACVIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599085/ERR599085_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599085/ERR599085_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599085/APY_ACVIOSF_1_1_D074KACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599085/APY_ACVIOSF_1_2_D074KACXX.IND4_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599085	TARA_B100001013	
ERR599086	SAMEA2622499	ERX556070	PRJEB1787	408172	marine metagenome	APY_ADVIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599086/ERR599086_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599086/ERR599086_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599086/APY_ADVIOSF_7_1_D1BKNACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599086/APY_ADVIOSF_7_2_D1BKNACXX.IND7_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599086	TARA_B100000586	
ERR599087	SAMEA2623370	ERX555961	PRJEB1787	408172	marine metagenome	APY_AFSIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599087/ERR599087_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599087/ERR599087_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599087/APY_AFSIOSF_4_1_C19BDACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599087/APY_AFSIOSF_4_2_C19BDACXX.IND7_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599087	TARA_B100001996	
ERR599089	SAMEA2622796	ERX555955	PRJEB1787	408172	marine metagenome	APY_AEQIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599089/ERR599089_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599089/ERR599089_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599089/APY_AEQIOSF_2_1_D17A8ACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599089/APY_AEQIOSF_2_2_D17A8ACXX.IND4_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599089	TARA_B100000676	
ERR599092	SAMEA2619678	ERX555962	PRJEB1787	408172	marine metagenome	APY_ABEIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599092/ERR599092_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599092/ERR599092_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599092/APY_ABEIOSF_2_1_D1BR1ACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599092/APY_ABEIOSF_2_2_D1BR1ACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599092	TARA_S200000501	
ERR599095	SAMEA2619399	ERX555913	PRJEB1787	408172	marine metagenome	APY_ABCIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599095/ERR599095_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599095/ERR599095_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599095/APY_ABCIOSF_3_1_D1BP5ACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599095/APY_ABCIOSF_3_2_D1BP5ACXX.IND4_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599095	TARA_X000000368	
ERR599100	SAMEA2623488	ERX556103	PRJEB1787	408172	marine metagenome	APY_AGAIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599100/ERR599100_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599100/ERR599100_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599100/APY_AGAIOSF_3_1_C1CL0ACXX.IND3_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599100/APY_AGAIOSF_3_2_C1CL0ACXX.IND3_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599100	TARA_B100002052	
ERR599106	SAMEA2619802	ERX555912	PRJEB1787	408172	marine metagenome	APY_ABHIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599106/ERR599106_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599106/ERR599106_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599106/APY_ABHIOSF_3_1_D1BR1ACXX.IND1_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599106/APY_ABHIOSF_3_2_D1BR1ACXX.IND1_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599106	TARA_A100001403	
ERR599107	SAMEA2620950	ERX556113	PRJEB1787	408172	marine metagenome	APY_AAHIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599107/ERR599107_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599107/ERR599107_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599107/APY_AAHIOSF_3_1_70M2RAAXX_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599107/APY_AAHIOSF_3_2_70M2RAAXX_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599107	TARA_B000000477	
ERR599109	SAMEA2620035	ERX555980	PRJEB1787	408172	marine metagenome	APY_ABVIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599109/ERR599109_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599109/ERR599109_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599109/APY_ABVIOSF_3_1_D074HACXX.IND12_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599109/APY_ABVIOSF_3_2_D074HACXX.IND12_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599109	TARA_B100000071	
ERR599113	SAMEA2622119	ERX555930	PRJEB1787	408172	marine metagenome	APY_ADAIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599113/ERR599113_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599113/ERR599113_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599113/APY_ADAIOSF_1_1_D074KACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599113/APY_ADAIOSF_1_2_D074KACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599113	TARA_B100000965	
ERR599115	SAMEA2623155	ERX556033	PRJEB1787	408172	marine metagenome	APY_AFPIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599115/ERR599115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599115/ERR599115_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599115/APY_AFPIOSF_4_1_C16L4ACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599115/APY_AFPIOSF_4_2_C16L4ACXX.IND7_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599115	TARA_B100001105	
ERR599117	SAMEA2622733	ERX555921	PRJEB1787	408172	marine metagenome	APY_AEGIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599117/ERR599117_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599117/ERR599117_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599117/APY_AEGIOSF_5_1_D17A8ACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599117/APY_AEGIOSF_5_2_D17A8ACXX.IND7_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599117	TARA_B100000686	
ERR599118	SAMEA2622316	ERX555963	PRJEB1787	408172	marine metagenome	APY_ADFIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599118/ERR599118_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599118/ERR599118_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599118/APY_ADFIOSF_7_1_C120RACXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599118/APY_ADFIOSF_7_2_C120RACXX.IND8_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599118	TARA_B100000925	
ERR599123	SAMEA2623734	ERX555984	PRJEB1787	408172	marine metagenome	APY_AGHIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599123/ERR599123_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599123/ERR599123_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599123/APY_AGHIOSF_1_1_C18DBACXX.IND10_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599123/APY_AGHIOSF_1_2_C18DBACXX.IND10_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599123	TARA_B100001741	
ERR599127	SAMEA2623314	ERX556120	PRJEB1787	408172	marine metagenome	APY_AEMIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599127/ERR599127_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599127/ERR599127_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599127/APY_AEMIOSF_3_1_D17A8ACXX.IND1_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599127/APY_AEMIOSF_3_2_D17A8ACXX.IND1_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599127	TARA_B100001971	
ERR599129	SAMEA2621013	ERX555986	PRJEB1787	408172	marine metagenome	APY_AAKIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599129/ERR599129_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599129/ERR599129_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599129/APY_AAKIOSF_5_1_70M2RAAXX_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599129/APY_AAKIOSF_5_2_70M2RAAXX_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599129	TARA_B100000475	
ERR599133	SAMEA2621155	ERX555987	PRJEB1787	408172	marine metagenome	APY_ACIIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599133/ERR599133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599133/ERR599133_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599133/APY_ACIIOSF_7_1_C173FACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599133/APY_ACIIOSF_7_2_C173FACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599133	TARA_B100000427	
ERR599136	SAMEA2623463	ERX556028	PRJEB1787	408172	marine metagenome	APY_AFXIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599136/ERR599136_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599136/ERR599136_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599136/APY_AFXIOSF_2_1_C1CL0ACXX.IND10_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599136/APY_AFXIOSF_2_2_C1CL0ACXX.IND10_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599136	TARA_B100002051	
ERR599137	SAMEA2621155	ERX556079	PRJEB1787	408172	marine metagenome	APY_ACIIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599137/ERR599137_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599137/ERR599137_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599137/APY_ACIIOSF_5_1_D074HACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599137/APY_ACIIOSF_5_2_D074HACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599137	TARA_B100000427	
ERR599138	SAMEA2620404	ERX556056	PRJEB1787	408172	marine metagenome	APY_ACEIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599138/ERR599138_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599138/ERR599138_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599138/APY_ACEIOSF_6_1_D1BP5ACXX.IND11_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599138/APY_ACEIOSF_6_2_D1BP5ACXX.IND11_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599138	TARA_B100000242	
ERR599140	SAMEA2619667	ERX556002	PRJEB1787	408172	marine metagenome	APY_ABDIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599140/ERR599140_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599140/ERR599140_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599140/APY_ABDIOSF_6_1_D0745ACXX.IND5_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599140/APY_ABDIOSF_6_2_D0745ACXX.IND5_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599140	TARA_A100000164	
ERR599142	SAMEA2623059	ERX556094	PRJEB1787	408172	marine metagenome	APY_AFIIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599142/ERR599142_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599142/ERR599142_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599142/APY_AFIIOSF_6_1_C11W9ACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599142/APY_AFIIOSF_6_2_C11W9ACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599142	TARA_B100001248	
ERR599145	SAMEA2620081	ERX556015	PRJEB1787	408172	marine metagenome	APY_ADNIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599145/ERR599145_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599145/ERR599145_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599145/APY_ADNIOSF_2_1_D1BKNACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599145/APY_ADNIOSF_2_2_D1BKNACXX.IND4_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599145	TARA_B100000085	
ERR599148	SAMEA2621216	ERX555959	PRJEB1787	408172	marine metagenome	APY_AARIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599148/ERR599148_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599148/ERR599148_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599148/APY_AARIOSF_1_1_D1BR1ACXX.IND12_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599148/APY_AARIOSF_1_2_D1BR1ACXX.IND12_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599148	TARA_B100000519	
